station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
H32001,1028,1.178988326848249,2.5127236097322907,1.2437420033459126,1212,2583.0798708047946,1278.5667794395981,2
H32005,3511,1.2919396183423526,2.500530615094348,1.445575574007175,4536,8779.362989596255,5075.415840339191,2
H32006,1327,1.1635267520723436,2.3156571379264452,1.4652514933320309,1544,3072.8770220283927,1944.388731651605,2
K32005,8549,1.6985612352321908,2.417736626347275,1.5690286967784155,14521,20669.230418642856,13413.626328758673,2
L32002,5475,1.7643835616438357,2.53736741686232,1.4694958992621308,9660,13892.086607321202,8045.490048460166,2
M32006,18847,12.06791531808776,2.15409106141846,3.5886800427363483,227444,40598.15423455371,67635.85276545196,2
M32009,14010,3.1075660242683796,2.294672102847985,2.788821090937613,43537,32148.35616090027,39071.383484035956,2
M32013,14820,3.7555330634278,2.2829654343947534,4.151102701992343,55657,33833.547737730245,61519.34204352653,2
M32017,15088,4.1318266171792155,2.2792350589491344,2.0165209938097846,62341,34389.09856942454,30425.268754602028,2
M32025,11658,2.4367816091954024,2.367553409596237,1.9071685178356284,28408,27600.93764907293,22233.770580927754,2
M32030,13463,2.87343088464681,2.311588531367089,2.385857467536436,38685,31120.91639779512,32120.79908544304,2
M32034,13093,3.109600549912167,2.3440589421341995,3.1737188897143294,40714,30690.763729363076,41553.50142302972,2
M32038,16453,4.502461557162827,2.2267468307485694,2.096042166761109,74079,36636.66560630621,34486.181769720526,2
M32041,18607,6.771215134089322,2.166576642090273,2.452634079639058,125992,40313.49157937371,45636.162319843956,2
M32048,13683,2.924724110209749,2.327736247542549,3.7268079146435884,40019,31850.415075124696,50993.91269606822,2
M32050,13316,2.67775608290778,2.3110062359889634,2.864638160225486,35657,30773.359038429036,38145.521741562574,2
M32052,15155,3.2948861761794785,2.258327871579273,3.1168641104338093,49934,34224.958893783885,47236.07559362438,2
M32053,8064,2.4871031746031744,2.4791628206981855,2.8083415868444352,20056,19991.96898611017,22646.466556313524,2
M32055,15297,3.3737334117800875,2.250934954747076,2.5863977311745066,51608,34432.552002766024,39564.126093776424,2
M32057,3900,1.3187179487179488,2.4135238092607736,1.6761918059164973,5143,9412.742856117016,6537.1480430743395,2
M32062,16815,4.029913767469521,2.211610349697987,2.7008529648775195,67763,37188.228030171646,45414.84260441549,2
M32067,15039,3.3205000332468915,2.2644200397072978,2.5980896040336874,49937,34054.61297715805,39072.669555062625,2
M32068,10882,2.0444771181768058,2.327501548257549,2.0420151356560163,22248,25327.871848138646,22221.20870620877,2
M32074,3773,1.366816856612775,2.6369719733885955,1.6792051889060493,5157,9949.29525559517,6335.641177742524,2
M32078,8513,2.5683072947257135,2.449960065189115,3.429047425528427,21864,20856.510034954936,29191.4807335235,2
M32079,8465,1.7123449497932663,2.3645717248460367,1.8018621311789325,14495,20016.0996508217,15252.762940429664,2
M32080,13275,3.753898305084746,2.328771605723601,3.7169961492573944,49833,30914.443065980806,49343.12388139191,2
M32084,6279,1.7311673833412964,2.5611470783603556,1.834392699772451,10870,16081.442505024672,11518.151761871219,2
M32085,16962,5.759757104115081,2.186238694269226,2.626122562291347,97697,37082.980732194614,44544.290901585824,2
M32086,11290,3.161736049601417,2.3434504614157934,2.044086882125126,35696,26457.55570938431,23077.74089919267,2
M32087,9625,2.628987012987013,2.3562708592240313,3.1473768715115353,25304,22679.1070200313,30293.50238829853,2
M32094,5863,2.4772300869861845,2.33923433779833,2.2781730541987195,14524,13714.930922511609,13356.928616767093,2
N32010,1534,1.2059973924380705,2.7166222967867792,1.3245639839551508,1850,4167.29860327092,2031.8811513872015,2
N32011,2277,1.4475186649099692,2.742378983732696,1.5669351064626786,3296,6244.396945959349,3567.9112374155193,2
N32013,643,1.177293934681182,2.623121800510939,1.3835584680028636,757,1686.6673177285338,889.6280949258413,2
