city_slug,country,n_stations,M_mean,M_std,I_mean,I_std,T_mean,T_std,D_mean,D_std
world_gb_beryl_greater_manchester,GB,286,0.9195804195804196,1.5068851917877808,15.583916083916083,17.230683159826743,2.9356262328349527,1.8590322002364952,28.573426573426573,18.791371484074396
world_gb_beryl_guildford,GB,39,0.1282051282051282,0.3386884284293705,5.9743589743589745,8.676911830851912,7.896521983708153,3.180833562844726,7.641025641025641,4.164304323572575
world_gb_beryl_hereford,GB,73,0.0273972602739726,0.16436770598316272,3.219178082191781,3.500978336846501,4.186913050261185,3.063160166934855,12.493150684931507,8.860215835832344
world_gb_beryl_hertsmere,GB,27,0.1111111111111111,0.32025630761017426,8.11111111111111,8.63950378442105,6.562375689876644,3.854523233177499,9.185185185185185,3.8534403912611452
world_gb_beryl_isle_of_wight,GB,88,0.06818181818181818,0.25350211613320417,1.9659090909090908,3.736889307002546,9.808627277101657,5.495152642000463,6.045454545454546,3.0130333396688647
world_gb_beryl_leeds,GB,94,0.031914893617021274,0.1767160202664313,24.861702127659573,29.60042177257985,9.884894229158137,7.5576304895670265,15.063829787234043,11.250623409860497
world_gb_beryl_norwich,GB,205,0.014634146341463415,0.12037721677505213,8.965853658536586,7.706236644028868,5.118085601229115,3.672517138196438,17.70731707317073,17.87983295755719
world_gb_beryl_plymouth,GB,133,0.06766917293233082,0.2805700021170245,6.120300751879699,9.103810053193149,12.712141274081862,7.348115993487887,9.353383458646617,7.92502317052516
world_gb_beryl_portsmouth,GB,104,0.15384615384615385,0.3625484438800155,10.028846153846153,11.630606367724598,2.7119547426501964,3.1664370857831834,13.076923076923077,9.829312519977407
world_gb_beryl_southampton,GB,105,0.08571428571428572,0.28128433856309726,16.752380952380953,20.52146200762516,5.466941637458373,3.812098224637426,15.295238095238096,10.333779383023247
world_gb_beryl_stevenage,GB,47,0.0851063829787234,0.28205667284696945,11.340425531914894,9.7830301070709,5.814348143219113,3.992513963559175,7.702127659574468,5.7214884564474815
world_gb_beryl_watford,GB,97,0.20618556701030927,0.40666694834084105,7.206185567010309,10.266184523645556,6.392427368452889,4.762742357009557,11.670103092783505,6.27116690610776
world_gb_beryl_west_midlands,GB,257,0.6186770428015564,1.4012136901441805,12.883268482490273,13.093488669002308,5.897129670590489,3.1177744238165706,16.653696498054476,13.233211502622927
