station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
SF-H20,13508,1.8254367782055079,1.9649083323454652,1.6818240271963014,24658,26541.981753322543,22718.078959367638,1
SF-H26,22339,3.5427727293074893,1.8644981384286574,2.4378657375571744,79142,41651.02391435778,54459.48271128972,1
SF-H27-1,13851,2.2968016749693163,1.9548362668170618,1.6475089232449123,31813,27076.437131683124,22819.64609586528,1
SF-H30,11759,2.2035036992941577,2.001997358488988,2.3813641970308046,25911,23541.48693847201,28002.461592885233,1
SF-H30-2,10919,2.2607381628354246,1.9594983096823293,2.3992315866269354,24685,21395.762043421353,26197.209694379508,1
SF-I23-1,16722,2.3101303671809594,1.9254603191731874,2.106154050350467,38630,32197.54745721404,35219.10802996051,1
SF-I25,21740,2.7593836246550136,1.853067033380227,2.2886794444023475,59989,40285.677305686135,49755.89112130704,1
SF-J10,10650,2.2133333333333334,1.9813719505618737,2.057446040217309,23572,21101.611273483955,21911.800328314344,1
SF-J13,10281,1.7853321661316992,1.9930122490958386,1.9384250690400409,18355,20490.158932954317,19928.94813480066,1
SF-J30,6899,4.064647050297144,1.9764291100095324,2.2291409333830816,28042,13635.384429955764,15378.84329940988,1
SF-K17-2,14633,2.153283673887788,1.945120432961623,1.6021315930656672,31509,28462.94729552743,23443.991601329908,1
SF-K24-3,9953,1.9516728624535316,1.9401075136930397,1.9444884303822374,19425,19309.890083786824,19353.49334759441,1
SF-K28,12739,2.154957217991993,2.0151626712632793,2.816350550012167,27452,25671.157269222913,35877.489656604994,1
SF-L15,18185,3.4757767390706626,1.9234448722112691,1.635300521010178,63207,34977.84500116193,29737.939974570087,1
SF-L19,15654,2.155359652484988,1.9384933521836132,2.287283110187339,33740,30345.17493508228,35805.12980687261,1
SF-LW24,82,1.2073170731707317,1.9740287980657432,1.5773004221437916,99,161.87036144139094,129.3386346157909,1
SF-LW28,344,1.2034883720930232,1.990030423426896,1.3412812579495217,414,684.5704656588522,461.40075273463543,1
SF-LW5,170,1.1235294117647059,1.9810105432748442,1.1258760019603726,191,336.7717923567235,191.39892033326336,1
SF-M22-1,16061,1.8452151173650457,1.8923700599354114,1.7352085621913909,29636,30393.35553262264,27869.18471735593,1
SF-M3,5905,1.932091447925487,2.0310659739431456,1.5652915774677079,11409,11993.444576134274,9243.046764946816,1
SF-M30-4,16527,3.2848066799782174,1.9661383443003344,1.6751067384683116,54288,32494.368416251626,27684.489066665785,1
SF-M4,3251,1.610888957243925,2.059719191344896,1.459897089511368,5237,6696.147091062256,4746.125438001458,1
SF-N22-1B,16197,2.073902574550843,1.9360287623249106,1.9621517838049642,33591,31357.857863376576,31780.972442289007,1
SF-N22-2,22998,3.3373336811896688,1.8574189099333676,1.8794482374615527,76752,42716.92009064759,43223.55056514079,1
SF-N26,14297,1.7554731761908093,1.9206856118444637,1.9174332479520224,25098,27460.0421925403,27413.543145970063,1
SF-O12,6292,1.397488874761602,2.0387709440883275,1.2980924228634265,8793,12827.946780203756,8167.5975246566795,1
SF-O18,14941,1.9905628806639448,1.9380060132511507,1.3984192429533604,29741,28955.747843985442,20893.781908966157,1
SF-O2,2389,1.401004604437003,2.0582167574300234,1.640397308344894,3347,4917.0798335003265,3918.9091696359515,1
SF-O21,18547,2.907208712999407,1.9243614346888456,2.2466400469434165,53920,35691.13152917402,41668.432950659546,1
SF-O23,18280,2.346389496717724,1.9097317693825644,1.884224834754742,42892,34909.89674431328,34443.62997931668,1
SF-P21,14080,2.0531960227272728,1.9684114457096409,2.578326975942251,28909,27715.233155591744,36302.8438212669,1
SF-P24,17225,2.464267053701016,1.945363591500866,1.268925321692365,42447,33508.88786360242,21857.238666150988,1
SF-P7,1610,1.2503105590062111,2.0353454771960817,1.221339051978924,2013,3276.906218285692,1966.3558736860675,1
SF-Q23-3,17311,2.3704580902316446,1.939781403219045,1.6130520789148763,41035,33579.55587112489,27923.544538095426,1
